feature_1	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	y
0.49409382	1.924841947	2.48143294	10	1.0	0.961900459	7	1	76.94751101
0.595199537999999	2.834499064	0.068491572	1	0.602657256	0.960790278	6	3	85.06493338
0.522436257999999	1.781717206	0.049571302	10	1.0	1.0	4	2	77.10683325
0.458039438	1.599964957	1.899924824	10	0.664365399	0.923684551	5	2	72.22958383
0.486834263	2.266556565	0.0	1	0.630929754	0.99400603	6	3	75.30962871
0.697001829	2.151727575	0.584823028	1	0.801212866	0.900759958	6	6	86.95989812
0.641935886	2.100329426	1.173130039	10	0.363311963	0.990155801	6	1	74.97349789
0.62474504	3.470351468	0.993350194	1	0.882329782	0.989199011	7	13	84.27115746
0.643309082	2.299848239	1.0168366	10	0.876086475	0.899230212	7	10	76.06696951
0.545296459	1.72557750099999	0.046424396	10	0.717735237	0.929935909	5	2	73.36
0.519241781	2.345260603	0.837306409	1	0.95129377	0.937832298	6	3	85.06493338
0.371242864	2.102308704	0.197727424	10	0.767985265	0.904003044	7	8	71.7666252
0.524908574	2.010797596	0.16421089	10	0.589545628	0.999366396	6	4	83.11815969
0.585480405	2.387363961	0.0	1	0.711694336	0.894953435	7	2	74.16784504
0.615122632	2.041399821	0.327505263	10	0.681969514	0.914358588	6	3	85.06141871
0.663424286	2.814077236	0.012536215	10	0.504458318999999	0.962224802	7	8	86.04
0.6274428	2.142697971	0.964327472	1	0.941078377	0.886357147	6	14	86.46170797
0.56567219	2.778021127	1.37170525099999	1	0.944502422	0.965584394	6	8	88.75474318
0.585900142999999	1.790193945	1.313045147	10	0.916920527	0.707156259	7	12	79.58280538
0.633299286	1.639044298	0.902732034	10	0.965136193	0.642101951	7	12	76.40135334
0.689722	2.816282118	1.58679797699999	3	0.950830909	0.962653416	7	10	86.04
0.562960605	2.543356041	0.968462579	1	0.648766098	0.984943995	6	1	87.21
0.398410545	1.828109687	0.216664422	10	0.641595259	0.789735592	6	2	75.23847441
0.572397105	2.75786179	1.176116715	1	0.494003608	0.948953735	7	1	74.4152294
0.7689323	1.081548774	0.43209517	10	0.751358258	0.595072649	6	3	82.50527912
0.55208829	2.493785214	0.882987746	10	0.838332555	0.949980029	7	12	81.48
0.589682897	2.469016399	0.02584704	1	0.59169871	0.979378737	7	3	78.74
0.637388405	2.296931984	0.554407713	10	0.784077539	0.900834572	7	2	80.84
0.657933667	2.645941822	0.00612807199999999	10	0.581549199999999	0.975101371	7	11	81.82
0.596925095	2.410857469	0.249944009	10	0.698357104	0.89122802	7	5	79.53719348
0.462105229	2.140123437	2.450644136	10	0.664357347	0.980536519	6	1	78.89837422
0.665062706	3.444986446	1.196629331	1	0.692768218	0.901201783	9	21	89.25293334
0.572771091	3.278525255	1.048163824	1	0.809321745	0.900430524	9	21	87.45808827
0.668726937999999	3.250979398	1.356419625	1	0.753022566	0.955294288	8	20	88.27020396
0.668693268	2.341343022	0.125270936	10	0.732415089	0.947166889	6	1	81.01
0.723332625	2.422250167	1.596798847	1	0.809290198	0.861341152999999	8	16	87.45808827
0.372938808	2.113339036	0.209491137	5	1.0	0.946005925	6	3	72.909291
0.580829447	2.350413928	0.72617567	1	1.0	0.988350709	5	8	81.15639071
0.763324347999999	1.338526774	0.174013269	2	0.809481877	0.717981452	6	7	82.78
0.485138429	1.959945754	1.009264848	1	0.841949948	1.0	3	1	86.22717367
0.63807713	1.748577819	1.675786776	1	0.965373071	0.997342552	4	1	73.95078576
0.491076382	1.737008999	0.106493161	10	0.512970131	0.895775279	4	1	72.56871732
0.523676719	2.850491142	0.348197208	1	0.625730355	0.97278075	7	10	79.76
0.573557116	2.480892345	0.029634531	10	0.466334965	0.985111246	7	4	85.71
0.542732333	1.697856941	0.09666356	1	0.718469194	0.970294366	5	2	83.66433205
0.486888263	1.843053272	0.928588861	1	0.757987761	0.852671384	6	6	79.0
0.741793462999999	2.932003865	0.976578307	10	0.837542870999999	0.97663506	6	4	81.82
0.576233	1.468169972	0.024436902	10	0.808164390999999	0.950682156	4	2	80.03025823
0.439125742	1.738864802	3.01600388	10	1.0	0.800650671	6	2	84.60446178
0.64209381	2.759681602	2.02628803	10	1.0	0.985193288	6	10	76.25
0.69522675	1.885348903	1.020773533	7	0.738308330999999	0.669449845	7	15	74.7941963
0.610173167	2.327884602	0.563092014	10	1.0	0.951645791	6	1	71.59311598
0.5746265	2.156986642	1.000076748	1	0.986887294	0.735095306	9	22	76.13791448
0.619846811	2.191751909	0.407374011	10	0.405036742	0.929598464	6	2	75.30915362
0.586463692	2.668537165	1.018710121	1	0.962266752	0.981235747	6	9	85.13699719
0.571669348	2.738011525	0.344929682	1	0.679288013	0.976429264	7	2	78.08373693
0.596702625	2.00518593	0.698928337	1	0.9968006	0.930765253	6	10	80.83382511
0.694221579	2.018958012	1.186459026	10	0.900473491	0.754122631	7	3	79.77
0.502122043	2.513828085	1.848444265	10	0.88381112	0.826890395999999	8	13	82.78724368
0.584036783	2.374269084	0.338793902999999	3	0.808085160999999	0.785814091	7	15	83.46932343
0.672187947	2.696171998	0.980284276	1	0.888361673	0.963668141	7	12	79.06385668
0.396581941	2.523279544	0.653305492	1	0.635882142	1.0	5	10	84.29434533
0.524227147999999	2.532352895	0.983026932	1	0.925204305	0.991834414	7	2	77.74769188
0.567797474	1.995208188	0.135964202	10	0.50112441	0.956510235	6	1	77.58
0.664556579	2.409991788	0.0	10	0.449252581	0.984995428	6	6	88.18
0.653284368	3.253577336	0.326095207	2	0.876083576	0.947026984	8	14	81.98637663
0.569442769	1.76701199	1.295528015	10	0.951900672	0.945305178	5	9	77.2641817
0.583581919	2.751339618	1.112441133	1	0.982606694	0.99393419	6	9	85.13699719
0.560700387	2.251111755	0.923273984	1	0.808371495999999	0.856651562	7	14	85.59288212
0.504650244	2.255356117	0.612922626	1	0.740659257	0.834258074	7	4	85.27356004
0.495276521	1.838129649	0.009820291	10	0.652640106	0.892746218	7	8	71.81
0.615431541	1.444529218	3.197442772	10	1.0	0.72204694	5	2	77.63
0.7053182	3.666303668	1.508861227	1	0.898778899	0.982219837	8	15	78.87486645
0.587033667	3.487852376	1.697237765	1	0.792934226	0.972141475	9	12	80.89694159
0.542355806	1.67721585	1.595433387	10	1.0	0.734388239	6	4	74.08334641
0.560387789	1.864938226	4.712768567	10	0.999235169	0.97866685	4	1	79.22946534
0.712408625	3.326716274	1.273070993	1	0.735125387	0.969859152	8	15	86.03589371
0.57617613	2.719062366	0.038609712	10	0.634887031	0.950406722	7	10	91.05097701
0.61663685	3.389032311	1.139683702	1	0.95906399	0.994170973	8	12	78.24674908
0.652730897	2.517517226	0.296199071	10	0.650034965	0.988674012	7	2	85.06
0.440421423	2.041858364	3.711509841	10	1.0	0.989218169	5	1	76.65343135
0.663070302999999	1.742290747	0.088370183	10	0.795207096	1.0	4	4	81.49
0.514581	2.202905498	1.00464504099999	1	0.996928932	0.77158346	7	22	79.92622796
0.672024275	2.790594014	0.98525414	3	0.903027416	0.945880417	6	1	83.13
0.523184072999999	1.075675735	2.035050451	10	0.844837590999999	0.597467921	6	2	78.58630576
0.452659541	2.011361204	0.301412873	6	0.696203758	0.791444870999999	8	5	74.91563767
0.370490871	2.226504919	1.154309679	1	0.612167732	0.954691468	7	6	84.0951980999999
0.561626273	2.676548487	0.320512821	3	0.6138323	0.923336603	7	12	76.75
0.306062448	2.071291783	0.268308716	10	0.756757982	1.0	5	5	73.17360159
0.598920429	2.536567615	0.005838105	1	0.362646311	0.966062699	6	13	77.58601868
0.434866629	2.70069514399999	1.147025009	1	0.96606823	0.955390013	7	10	83.11008042
0.707229139	2.192189079	0.60529602	1	0.767213639	0.901404578	6	7	84.72558787
0.700597027	2.988362783	0.890914914	1	0.718720269	0.993903504	7	3	85.67435544
0.629617455	3.03508324	0.790617976	1	0.74078571	0.857374251	9	17	76.80132179
0.6537799	1.064560242	1.07655689099999	3	0.945900426	0.597128368	7	2	83.46932343
0.678141815	1.478986626	1.266276692	1	0.54831504	0.69815595	7	8	80.90070295
0.666313167	1.273112635	1.069994192	2	0.915704214	0.648575308999999	7	13	81.80567755
0.610764381	2.453606737	1.44786572	1	0.628218333999999	0.904970329	7	7	78.56874805
0.621093	1.542792148	0.70094494	1	0.67421329	0.863440896	6	5	86.86704288
0.565972	2.740705874	0.897869958	1	0.864478729	0.966694755	8	12	78.24338607
0.613220216	1.891442149	2.147142531	10	0.956414275	0.997557175	4	2	81.17841533
0.354035172	1.258924386	1.113333164	10	0.729384942	0.926277075	4	1	75.67895636
0.628582636	1.693058993	0.803754451	10	0.777862737	0.6340601	7	18	78.75584658
0.562804545	1.894763564	0.289961706	10	1.0	0.999719128	4	2	78.42051902
0.540576667	2.614802197	0.0	1	0.687062123	0.970675074	6	10	83.52
0.608713757999999	2.993179396	0.187222807	1	0.681846026	0.983582906	7	9	88.75474318
0.486878683	2.470389428	0.887579654	1	0.75198059	0.985472155	7	11	89.16
0.666917842	1.183890045	1.101078911	10	0.928893118	0.684246848	5	7	79.85
0.441310895	2.663706859	1.849464479	1	0.996871124	0.975167267	6	1	88.50564811
0.609091475	2.078969376	0.483303181	10	0.943157349	0.971787412	4	8	76.13804922
0.541805822	2.950078061	0.628258097	1	0.770056885	0.975620882	7	15	77.2
0.428243744	2.154697	0.0	1	0.0	0.97255199	6	3	78.6014301
0.702412364	2.716509417	1.471767468	1	0.938079432	0.945172825	7	16	74.87564237
0.441169306	2.587025216	1.337677432	2	0.640188762999999	0.938039126	8	7	79.36623692
0.490689114	2.548669887	2.166555063	1	0.991893804	0.999801965	6	10	84.1
0.445479171	1.619750515	0.008322326	10	0.650099135	0.917690916	5	4	81.17841533
0.530972087	3.083724512	1.753447977	1	0.792462842	0.898457376	9	8	90.13455308
0.534169632	2.448770412	2.012604268	10	0.945127523	0.987099404	6	3	75.82
0.519560286	1.788780345	1.231643701	1	0.926905573	0.716837192999999	7	13	75.16343949
0.563277792	3.120971662	0.939341847	1	0.986784655	0.990483301	7	13	73.20376042
0.6314605	2.826538319	0.006605968	7	0.412453042	0.97757705	7	13	80.51405678
0.654814488	2.99883438	0.972526335	1	0.991999476	0.979376996	7	4	83.11
0.397870804	1.664170413	0.012455316	10	0.633110426	0.849878445	5	4	74.44
0.541294065	2.542710955	1.011564584	1	1.0	0.958209824	7	5	76.92750275
0.393803238	2.120739209	1.0	10	1.0	0.901874248	7	4	75.17216896
0.438422054	1.999606414	0.695312930999999	6	0.817695675999999	0.708265534	7	18	73.5580517
0.382144312	1.79287754199999	1.010472656	1	0.725788292999999	0.966079305	4	5	86.58206607
0.498701261	0.939833397	2.270915306	3	0.952015634	0.558842606	7	8	84.64
0.636695795	2.081576207	0.648834251	1	0.770330619	0.811799262	8	5	81.37955122
0.51238825	1.979027292	1.096606219	1	0.906121519	0.850758817	7	15	85.0166390999999
0.619483656	1.769727409	0.0	2	0.437789665	0.74202396	6	1	75.65814106
0.600140786	2.808576484	0.425999688	1	0.699150574	0.993711601	6	10	83.50173266
0.602747257	2.595028547	1.06080574	1	0.715115745999999	0.982405114	5	10	79.53764556
0.6549065	1.801168962	0.366044932	10	0.744285905999999	0.692045261	7	16	80.61322254
0.522840472	2.343290892	1.0613864	1	1.0	0.947985673	7	2	77.91272808
0.409701784	2.642997679	0.964725185	1	0.732920910999999	0.941215585	8	5	79.15
0.337991293	1.638522058	1.700555307	10	1.0	0.97999041	5	6	74.35
0.515275475	2.150869053	1.61314103	1	0.816854346	0.965036566	6	5	78.24
0.650943605	1.665683912	0.374556792	10	0.766785499	0.746240007	6	2	76.29215414
0.518091788	2.459934561	1.095590889	1	0.589007016	0.922232115	7	2	77.58515162
0.71827612	2.237937266	0.175515976	10	0.369223357	0.900736097	6	1	77.28856084
0.587998513	2.643778238	2.828927447	10	0.599716014	0.973626427	6	3	75.92577004
0.708720364	2.055826203	0.242287629	10	0.684182324	0.719017441	7	16	83.46932343
0.629108971	2.452463679	1.328755951	1	0.866376695999999	0.989129471	5	14	79.53764556
0.443650906	1.866472169	0.006502055	10	0.647756962	0.911003345	5	9	78.13424074
0.69310225	2.116450717	1.15372437	1	0.866534571	0.903078169	6	4	86.95989812
0.618081711	2.552178811	0.117436989	10	0.731899805	0.981350083	7	2	77.9380228
0.552254826	2.918492683	0.463872916	1	0.419232528	0.977033224	7	10	80.73
0.512346875	1.608097325	0.869974459	10	0.878484277	0.895970497	7	2	80.52844838
0.670545125	2.59205522	1.029846136	1	0.787632205	0.96840338	7	8	78.5794984
0.455230467	2.753778851	0.950947849	1	0.689535884	0.985586748	6	11	85.25
0.443556	1.323782732	0.70156254	10	0.595440532	0.781752993	4	3	78.41482805
0.401995024	1.579647602	0.388408251	10	1.0	0.835456479	5	3	79.20744072
0.639432667	1.77113382	0.106271008	10	0.566458124	0.975146788	4	1	83.12167435
0.541273522	2.076234981	1.263157895	2	0.936273001	0.770773632	7	11	77.47176139
0.628912923	2.654445676	0.304901961	1	0.675618103	0.983477955	7	5	71.99849622
0.575718857	2.177745497	0.115945898	10	0.679743452	0.978861934	5	3	83.12
0.591956875	2.922709142	0.679815350999999	1	0.542158842	0.985281066	6	3	88.27845834
0.709543625	2.061723328	0.034220329	1	0.535197537	0.894960234	6	15	86.87
0.687755129	2.731793274	0.534786896	3	0.672746122999999	0.93013116	7	12	82.79
0.482779895	2.625070123	1.0	3	1.0	0.832490022	8	12	79.52
0.617871188	2.943204489	0.9041857	6	0.772566274	0.949576791	7	14	72.25
0.665872971	2.07075144	0.814975903	1	0.733863305999999	0.905296955	6	2	84.72558787
0.443122032	2.015669392	2.111486596	1	1.0	0.964882763	7	11	73.30016712
0.633416211	3.29246333	0.721384936	1	0.89349363	0.962478151	8	16	73.51233215
0.604027967	3.217096584	2.839119418	1	0.963687568	0.99927207	7	10	82.13560542
0.500846217	2.980372436	0.34802879	1	0.673170143	0.996214682	7	13	87.01862308
0.623854972	2.516143921	1.527641296	4	0.995225086	0.92474311	6	1	87.01862308
0.505532842	2.325008956	1.233982798	2	0.630075329	0.965278179	6	3	78.5
0.487738886	2.778452912	1.34449529	5	0.933043842	0.936617386	8	5	81.0
0.601119316	2.504600591	0.221523057	10	0.593363298	0.925232276	7	18	89.09597057
0.543325352	2.00639507	0.83203139	10	0.805568102999999	0.932345985	6	4	85.99367751
0.435364	1.208309773	0.144107969	10	1.0	0.976909895	4	5	79.22946534
0.229115722	1.823170445	1.537029954	1	0.961872492	0.913206191	7	1	76.44342595
0.560276636	2.090760846	0.441018906	5	0.716942615	0.739134478	7	12	74.69978772
0.569311237	2.019349772	0.420629536	10	1.0	0.931181278	6	1	76.87895046
0.713544071	3.063045902	2.508828568	7	0.993942426	0.970558461	7	13	75.74508401
0.470137273	2.075498457	1.197080073	1	0.428138903	0.856986534	7	4	84.61
0.514161368	3.003711313	0.045767935	2	0.544488005	0.966253589	8	13	76.08
0.522759	2.475625484	1.294956226	1	0.963006644	0.94826579	7	2	80.86
0.561578565	2.751811282	0.490785402	1	0.808414662	0.962309872	7	16	83.11008042
0.699379389	2.70677324	1.623228301	1	0.941031539	0.96718694	7	3	81.66231483
0.658623875	2.251151311	6.491246686	10	0.897822927	0.978676709	6	7	79.86459483
0.776498519	2.451911774	1.220294373	1	0.906685476	0.890410600999999	6	1	85.98542313
0.48587472	2.27389267	0.006614949	6	0.466822042	0.928259707	6	9	79.5
0.501536739	1.86024843	1.551775682	10	0.921401763	0.834500482	7	2	77.50913478
0.617801312	1.883747953	1.277760932	10	0.986609277	0.853780315	5	6	79.20744072
0.608238682	2.92055936	0.003716468	10	0.660720213	0.990312438	7	10	84.73384225
0.641824458	2.507808052	0.676408755	10	0.722812757	0.944494832	7	6	80.53
0.399651968	1.508591871	0.564666798999999	10	0.618819693	0.753182145999999	7	1	79.20392606
0.694763852	2.468886453	1.41715136699999	10	0.795413939	0.954145236	6	6	83.8784388
0.565243458	2.282251938	0.702392980999999	1	0.730329439	0.822078839	7	16	85.59
0.595679897	2.111680743	0.787632509	10	0.624047903	0.856422828	6	2	77.90756557
0.465291237	1.163033987	0.004922774	10	0.685835839	0.789631520999999	5	1	69.67557446
0.246319	1.1231595	0.999769078	1	0.880073900999999	0.972087409	5	1	84.63880704
0.346010703	1.796592169	1.41383057	10	0.60501337	0.981918963	4	1	69.82715467
0.505730409	1.979077821	1.136208253	10	0.787752277	0.76136474	7	4	72.74609801
0.635008567999999	2.178026403	0.944798734	10	0.82759811	0.984505724	6	3	84.1
0.566905303	2.668307439	1.008349698	2	0.483416907	0.944753287	7	12	79.55
0.609128974	2.719744835	0.527553806	10	0.729771625	1.0	7	15	80.52800213
0.691296688	1.974798279	0.702459882	1	0.908360981	0.918648113	5	12	81.65401424
0.562114974	1.836687315	0.006616644	10	0.651879482	0.975675841	4	1	76.29539766
0.58650705	2.748458379	0.352033239	10	0.631511189	0.95498147	7	12	85.39
0.549285097999999	1.79894103	1.714896164	10	1.0	0.862583847	5	4	81.15639071
0.173868	1.071457903	1.305614649	1	0.950776764	0.959620969	5	1	83.16614189
0.479355333	2.134875293	0.183401569	10	0.600588227	0.967271477	6	12	81.16664628
0.642373428999999	2.646851885	1.43791666	1	0.613594693	0.898998717	7	15	86.95989812
0.41325795	1.935052027	0.673959064	1	0.827947329	0.975815831	5	6	81.16
0.580117947	1.653576893	0.0	10	0.630929754	0.93843132	6	2	76.93309057
0.517598564	1.859853871	0.0	10	0.0	1.0	4	2	82.33970438
0.495731978	1.867492449	0.476991764	10	0.593432871	0.82310052	7	5	83.18804721
0.500016143	2.07089964	1.04682250099999	10	0.796227575	0.768542424	6	7	78.60833038
0.78521604	1.746849563	0.867453338	1	0.721621705	0.902776471	4	10	87.45940501
0.395037227	1.507562247	0.0	10	0.0	0.744958267	6	2	67.07894981
0.477545227	2.02235202	4.186457998	10	0.966727802	0.767208955999999	7	11	79.57711441
0.585898946	2.811914039	0.940752086	1	0.714210485	0.989992285	7	15	82.45731581
